image,label,task,ground_truth_json,source,license,group,source_sha256,content_sha256
data/ifiresmoke/smoke_020.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":6.0,""y1"":40.5,""x2"":374.0,""y2"":404.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_3187_jpg,115b6c24204d5fd2ca89c7e44722cd8e6e3e43b2a475f536e4ef4b61d6444aaa,115b6c24204d5fd2ca89c7e44722cd8e6e3e43b2a475f536e4ef4b61d6444aaa
data/ifiresmoke/smoke_021.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":13.0,""y1"":16.5,""x2"":353.0,""y2"":368.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4158_jpg,50123ccf6b5e39500008c3dd9c4eaa651c38bd323a15b39c3225e17747cdd6ac,50123ccf6b5e39500008c3dd9c4eaa651c38bd323a15b39c3225e17747cdd6ac
data/ifiresmoke/smoke_022.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":60.0,""y1"":8.5,""x2"":398.0,""y2"":358.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_633_jpg,bf647195443c3ef87da52dc04cf817924c8c0dd307e7ff4244dcc95f5ac21f3f,bf647195443c3ef87da52dc04cf817924c8c0dd307e7ff4244dcc95f5ac21f3f
data/ifiresmoke/smoke_023.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":31.0,""y1"":18.0,""x2"":366.0,""y2"":382.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4157_jpg,b7b1ad38ccd436c37724c85a64e6e5c91789a57e5353ae70d948da7e8fece903,b7b1ad38ccd436c37724c85a64e6e5c91789a57e5353ae70d948da7e8fece903
data/ifiresmoke/smoke_024.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":62.5,""y1"":18.0,""x2"":414.5,""y2"":353.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_2063_jpg,a0d9c32b9228c4ed186fbd9fb630981b983680848f78a9f818850495d98cdaab,a0d9c32b9228c4ed186fbd9fb630981b983680848f78a9f818850495d98cdaab
data/ifiresmoke/smoke_025.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":0.0,""y1"":39.5,""x2"":369.0,""y2"":386.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1774_jpg,9cd576e81647d35dc913f2a0f259675869a948d7dccfdc8ff927805878045795,9cd576e81647d35dc913f2a0f259675869a948d7dccfdc8ff927805878045795
data/ifiresmoke/smoke_026.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":22.5,""y1"":18.0,""x2"":386.5,""y2"":377.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_645_jpg,ddc7da52cfa65f7fdf0e8d49503513422538511121164c6e9d608f3cbf4b5f40,ddc7da52cfa65f7fdf0e8d49503513422538511121164c6e9d608f3cbf4b5f40
data/ifiresmoke/smoke_027.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":80.5,""y1"":211.0,""x2"":248.5,""y2"":377.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_6241_jpg,47c6f530e542132aa88741ea65954bfa1506cb7541141927c540247ca5fe3e3e,47c6f530e542132aa88741ea65954bfa1506cb7541141927c540247ca5fe3e3e
data/ifiresmoke/smoke_028.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":42.0,""y1"":11.5,""x2"":403.0,""y2"":354.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_5026_jpg,a9ed41b997756efb2c2baec85481a34c2441d97850485ac36bad4be134f66bd6,a9ed41b997756efb2c2baec85481a34c2441d97850485ac36bad4be134f66bd6
data/ifiresmoke/smoke_029.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":53.5,""y1"":50.0,""x2"":414.5,""y2"":409.0}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_1411_jpg,6c6ccdf6ade9a99a7fffb3d3f8a49caf84c316e12d3781a78bb7310bbe142dae,6c6ccdf6ade9a99a7fffb3d3f8a49caf84c316e12d3781a78bb7310bbe142dae
data/ifiresmoke/smoke_030.jpg,0,识别可见火焰和烟雾，输出定位证据、风险等级及复核建议,"[{""category"":""smoke"",""bbox"":{""x1"":3.0,""y1"":27.5,""x2"":371.0,""y2"":383.5}}]",shahriar-5/IFireSmoke@22b3c06db783d3e75c74234faa511020912eac64,CC-BY-4.0 (Hub card; archive README states MIT),ifiresmoke:FireDataV8_1_4409_jpg,4cd55276213cdf1458bda23f621d38d4fcee3e0f20566e85095c1b06ddff11f0,4cd55276213cdf1458bda23f621d38d4fcee3e0f20566e85095c1b06ddff11f0
data/pyro_sdis/sample_001.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":76.529,""y1"":486.742,""x2"":92.425,""y2"":514.72}},{""category"":""smoke"",""bbox"":{""x1"":1156.488,""y1"":311.22,""x2"":1219.643,""y2"":339.024}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-04-03,2e0e1b99401b172f764f3e5a21c8f00c7bd134a214c5c0a0ab28398f1109a01a,406908fb2825f6734a8d935f0b07a5aff848354e7f70259c94c6a468467929e8
data/pyro_sdis/sample_002.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":422.311,""y1"":351.726,""x2"":549.242,""y2"":401.521}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:cabanelle-125:2024-04-10,157fabbce54e86b8a56a148f0ee5652b427d60f6aba195efae8f243eb854d351,eb13d82a1c345bce9531cd4b223269fc5012f6bec3a9c64bc02b1696d397fd34
data/pyro_sdis/sample_003.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":397.235,""y1"":369.482,""x2"":490.632,""y2"":418.634}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-06-07,88c318c73cc64f5cce48285032fba4ef704d177f77c12ce8214cdd7c75624244,5fbe40718eb6a806af5b702229ca27740f6329bd95fcbdaa596fead0f35546ae
data/pyro_sdis/sample_004.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":151.853,""y1"":495.482,""x2"":197.254,""y2"":547.315}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-01-09,f50777c92229bd12e53e98d31705f09b1e3f01777ebd3f64f2f821899993466e,be200ad86aa9783907d17abaf63688fa8cbee166fb2494c6331a4521ab727e47
data/pyro_sdis/sample_005.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":640.129,""y1"":478.308,""x2"":695.185,""y2"":499.954}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-02-28,2ec782e0d1160923155981f835117f1f9d72aee6cbc6699f6f9874c877080f75,6bf8e63e60bc10e34ea5c3e9db8597e1386352adbd24fb3e26ee4d287d7887fd
data/pyro_sdis/sample_006.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":91.166,""y1"":507.654,""x2"":127.738,""y2"":521.909}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-06-25,b56e98808e5c9279a0906ba9855a60eaae21e3fece3ceb6ba9683c2fc6518f90,6809958a6bf594b961c427df040c1f32f3d06fbd85a9bc0980e3c121cdc47d7e
data/pyro_sdis/sample_007.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":533.58,""y1"":282.288,""x2"":570.1,""y2"":304.085}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-275:2024-02-02,be6fb916113e91e400cf8b5b994db0f32f4501ff086d95d9bea9fcbb4dbe10f9,c60a6a3d8592cbeaa5e9c3df894a7caed82af79338d21f9b12d22ab0e3ccf4f7
data/pyro_sdis/sample_008.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":698.021,""y1"":453.56,""x2"":733.772,""y2"":499.563}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-01-20,8afa18e63473a2f3f5fc82611c3daecdf8baa773a40ad2f5a0c09343c459c168,00c0eb1adec46d43b5859a8910c3fe56da2747cb1a13dd38651e6a511b67b0cf
data/pyro_sdis/sample_009.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":1179.512,""y1"":439.446,""x2"":1237.343,""y2"":480.858}},{""category"":""smoke"",""bbox"":{""x1"":390.607,""y1"":388.786,""x2"":406.426,""y2"":403.23}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-01-15,3a145ffc0dc683acda5e4e5cc3727be3d94192ad535eea6672e8618b795078a2,12900a9683cccbf562e4fd68274ef9175d4b79f82f7f1a2d1ee92520f3ad0ada
data/pyro_sdis/sample_010.jpg,0,识别远距离烟雾并判断是否需要人工复核,"[{""category"":""smoke"",""bbox"":{""x1"":144.261,""y1"":419.167,""x2"":200.323,""y2"":442.869}}]",fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-275:2024-01-21,a57a658d302d5cd924f0484b1c8e3ea04bf5ed2c53d4f76cb8e39618bf5961d4,ab728e5adca8f97592838964c54d48659d205dd0c2c94aa98ed13b6ae6dd3c3d
data/pyro_sdis/sample_011.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-02-16,94a704b4e12c0cf75a76c2ff5bbd4c8bfce20829e692bb996ddaf8f97210949a,94a16cbd3519661491e606225e86d9cd3c161b4d95d08640a4231954825db671
data/pyro_sdis/sample_012.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-02-18,4a250d9784b7da878e6859d825ed335341a09103927f6af9c10ad665eda2a2ec,a3f502fcd26183e5738ce8a35cd5d49bebb57a592d9ebb1d14e0265979a9101c
data/pyro_sdis/sample_013.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-02-01,a146f202898f7b60245ae54e110a8eed0597d433939919efc08e3f9cc3317099,94b5b87c35635163b2d3c3f55b17c5e16a9e509684526a73df96e12cf76aa9f1
data/pyro_sdis/sample_014.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-02-27,231e5bab68c4d996cecb01bb6bc4b659e6d7111dc892705c76975fee6170a675,d5cc8c34f6ca912ede3b5ebf7a2cb1b3b3f11df3ffcaf6a8d37fa5315ea69c95
data/pyro_sdis/sample_015.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-275:2024-02-09,f4d766f80f5b181c5cdfc25ae3b85eada4370a8a98243cd5c37ff4890e3fec46,0bd34a7bf70a1ae360ad14edc246a8320630cd589ed015e5a7d53a134da017ec
data/pyro_sdis/sample_016.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-275:2024-01-29,649bd6a02b7d6a2019c6ee93fcf3d998ff8242e762c3636edf8a1e78053b33fc,7fd408e583933cffc15fd2bda3a623cc4b8dc3dd3cbe09bdb2ec4e9a53210d0a
data/pyro_sdis/sample_017.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:courmettes-160:2024-01-16,f33dfd52b8f51a704225914da30f7dbaadd6cb8d1b35e07564897e7cebc42502,9bc8190beedf95368b2c9fe904b7bffc1376b1291ddea7fd6fa6bfdcb4f6c479
data/pyro_sdis/sample_018.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:valbonne-223:2024-01-12,cc65e26204f83f13c6a8b09672ef2bc3572d22540cdd04deca472197ccfb160d,d0772d40975ac65b9949aa288ede18ae0e1edd4beeabb607ff235c86194ea8f1
data/pyro_sdis/sample_019.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:sdis-07:serre-de-barre-350:2024-08-26,92f3391b5a5a7f4e5688b7574c4447d9b0a40a4c445207b05c0d4c33e645ddb5,9404da12904ef4ed474b906a2604f7d227ae55b43743276c9c0c56eed2894243
data/pyro_sdis/sample_020.jpg,0,识别远距离烟雾并判断是否需要人工复核,[],fireviewer/fire-smoke-detection-corpus-v1@85ad763e6275537386f7eefdae5e3a18a55f1c71:pyro-sdis,Apache-2.0,pyro_sdis_a1e553e:force-06:cabanelle-125:2024-04-03,5aedd85b45abde3b8ba908910afc6cfaca4b0f4a9c990f8170a657a901961fda,24a099a09b8ae2d6507907b673cd0756153d11f4bb2aa308acd510b3ee5dbb8d
